PC1,PC2,PC3
-0.03056254277685827,-0.08357246474768178,-0.052829915754198105
-0.04702840838230414,-0.08053554889006892,-0.04520060896926415
0.911342776017876,0.11472494114636482,-0.07454839415355374
0.014415965137333031,-0.19490764096520125,0.3470114888315222
-0.053558009669347977,-0.10956798988549857,-0.05574773311574573
-0.05633537746243329,-0.043727363125265005,-0.035107094647958734
-0.06488072082862359,-0.10785586495166401,-0.33774112701072656
0.022161097200937535,-0.18599508471829226,0.2539739055269936
-0.017728102060053718,-0.07465308691588825,-0.0819485918998929
-0.11646752648492406,0.3089764032806448,0.033718764183181434
0.03455211873279265,-0.13102456588477301,0.16835389632734443
-0.02473379983149406,0.00514118868450321,-0.040837397516890216
-0.10993330143234153,0.2692612552139558,0.05433853969797972
0.014114521816067491,-0.19504080085414807,0.14068493245273359
0.0035659195211002934,-0.1404211223884463,0.01375308382429096
-0.07359840944985373,0.22269870913708067,0.04371260831586386
-0.05095908675962795,-0.1426083976268934,-0.050194112175949594
0.04612372795799378,-0.15752708307556693,0.12165266804166427
-0.03454652410207541,-0.02378650122793657,-0.021822461966948897
-0.08187779190487224,0.2489007694257614,0.05552326790573308
-0.043290650024713974,-0.11434304169282931,-0.09150919484425578
-0.04012216834608855,-0.01795928173670043,-0.13415937176218137
-0.047390876981353615,-0.03247297160958189,-0.027329607785885793
-0.037331741563416405,-0.08450716586379355,-0.08695391119681599
-0.0725657753011208,0.2680954219908974,0.014369691235652533
-0.06168398606826472,-0.07132897888969401,-0.29238957259206333
-0.03841894920597428,-0.12388690052827174,-0.033213435448760965
-0.019601735421490855,-0.09870836041315492,0.008745119152586266
-0.06765682712772746,-0.1090362086562585,-0.38703971592310665
0.039665287616702884,-0.2020819152019805,0.31290837406497973
0.014113652319387557,-0.12111598125774511,0.224280994746616
-0.04645639881955896,-0.0794278231257001,-0.209261541066592
-0.03751974185376951,-0.020284050231052574,0.03705207256277514
-0.0923890743545886,0.21642086712447078,0.03225951239946426
-0.011468757990845667,-0.11565355563623966,0.2485863374082589
-0.08675022624003109,0.08619066921339133,-0.008566782238685606
-0.061458390698730415,-0.07956965331311106,-0.12037056164963357
-0.043546976043032724,-0.06171557218280364,-0.10606340192423482
-0.03618979956825744,-0.03904521860188674,-0.0377330098106123
-0.03943588749400717,-0.11534935381705565,-0.08404673021205716
-0.05126016715707602,-0.039539834948513874,-0.01863193014231623
-0.04559866113323789,-0.019949916522643947,0.06938722743642359
-0.016871627249844295,-0.03282523952330211,-0.026814264212884287
0.9039283258206737,0.11389262041863991,-0.08351807908964337
-0.05880738934796495,-0.04052340943486144,-0.08989294421196245
-0.04578384168163394,0.04501744065513752,-0.02251465094292026
-0.11923515998940983,0.523425305410306,0.1554099323745367
-0.02651260811503246,-0.025543269365248526,0.018825525413331354
-0.035516187920099904,-0.10046447478637992,-0.08685419634716654
-0.0666502663990164,0.0325289138564298,-0.03224326310834992
-0.06123201448294703,-0.09000524339999756,0.029953445617119087
-0.06103572456954611,-0.0502963923152995,-0.03306510863685442
0.9020949538640319,0.1138899082030531,-0.0709755278633606
-0.01588016819771239,0.00015412577465878863,-0.01201962904222272
-0.058105343047270726,-0.06682188617437727,-0.054901669305603716
-0.02194153388695982,-0.014467967955479777,-0.03483354033658988
-0.05121719792497668,0.02317560367841219,-0.028120167963890007
-0.05210175336087683,-0.10545365403291546,-0.07622259501533955
-0.06906433887858095,-0.10245004968023137,-0.3712667909140028
0.06529557934094575,-0.010108660175830168,-0.03918031805990433
-0.006320161039402787,-0.05973310513849027,0.03215024032887879
-0.020807861289834775,-0.042558375764599456,-0.03489144260565117
-0.0019055467916769366,-0.059740889046216994,0.04479546053711171
-0.12059131806729109,0.2949251285419176,0.04460308983944924
-0.026526274220944276,0.006082223290009542,-0.04378003693957337
-0.10430845288898162,0.33776452606189616,0.0887346652100961
0.8961554293513585,0.11618297280893905,-0.055869087684097006
-0.057453501642327584,0.09669949268667401,0.015843763076085406
-0.0951192627288005,0.3859680899818166,0.06360276845587738
-0.04114763020031549,-0.0033141615400333513,-0.002674696677681525
-0.026447496179224258,0.08679594820815995,0.03620762976906262
-0.04983601806043036,-0.045525862210257,-0.04042358361373388
0.01214181032525902,-0.19581257693683538,0.33778977750195655
0.004791231745138109,-0.052212006307596426,-0.11265080933881332
0.03897932774286532,0.0018029813512024648,-0.011515846987104792
-0.05067975962913091,-0.09187693980522789,-0.018932888988110668
0.03511666014999527,-0.1296490765280442,0.2047924064421218
-0.003941381839563374,0.06770325943798715,-0.050947375699800346
-0.06477992203816313,-0.07332568149818892,-0.07604517920550484
0.03988620916025112,-0.17489920596167935,0.29096051236347686
-0.04917095886403004,0.04015918710016309,-0.02187922237472119
-0.05277254153922453,0.0035013042554976124,-0.041353886810604784
0.015197832001216719,-0.050994011075907925,-0.040714230669326536
-0.019405477298376144,-0.07470193183028165,0.06762081478683254
0.013669443169481056,-0.1478620072157781,0.24646588046302595
-0.039960742822291465,0.010191432194542455,-0.03285210261897096
-0.0479919433659164,-0.03158923888686728,-0.07186924838625684
-0.05644693207040706,-0.02759477597945407,-0.0892626938492458
-0.05339197058849885,-0.01862832075418334,-0.05091835197782922
-0.05213828179015204,0.09997881166344895,-0.0028747204091442726
-0.02627755421613683,-0.11921837703078074,0.18069587146390956
0.04114198363196606,-0.09877237734651308,0.09750264634050843
-0.05483603352170269,-0.12381280489644848,-0.047262999969332066
-0.005980599410849107,-0.0444911909253875,-0.08315339051956527
0.024334379696863157,-0.23475416220198111,0.35133133205637107
-0.02384916802530548,0.02507582324427917,-0.044788004648418686
-0.047755273588519366,-0.04305817592349659,-0.03625163652998948
-0.057462745207418835,0.035139061032801594,-0.018967655169571263
0.010384275351542219,-0.1426746289225745,0.20310360858491264
-0.06873404971606387,-0.10641612366587686,-0.3578748085269197
0.02889040292847915,-0.09353312533820644,0.012224972802131327
-0.011791480629089695,-0.1646225210998854,0.32278598962035465
-0.035146423589638674,-0.04656621784115062,-0.05441426234258879
-0.07432177545540321,-0.0781311250283161,-0.29541528192265964
0.04114198363196606,-0.09877237734651308,0.09750264634050843
-0.0440396302215742,-0.03185653250067887,-0.028396382640225475
-0.0312891619439959,-0.025354041215123534,-0.03969961520941776
-0.03136020418278408,-0.04621972516706961,-0.03444678705901201
-0.017743872101611238,-0.0751928628910395,-0.05112824761900901
-0.0534536027309986,-0.05468610333159689,-0.03512358987963558
0.07375802465754695,-0.19996229864363416,0.3303745967331549
-0.04114763020031549,-0.0033141615400333513,-0.002674696677681525
-0.04012216834608855,-0.01795928173670043,-0.13415937176218137
-0.037385532449179394,-0.042864555706889275,-0.04249646998224655
-0.04201117290602644,0.0034210800832964027,-0.02715317517552613
-0.00041910714185436007,-0.09756784083788149,-0.20543514265569976
-0.0378490893656122,0.01593347561743253,-0.015494835402666624
-0.03019228548087146,0.0027935554785224474,-0.0003149323181827936
-0.06577382661630228,-0.12263882024409974,-0.3302768106790854
0.8431527079704277,0.05309576994555997,0.030023334294684064
-0.06673202020770296,-0.08313089442020317,-0.22511043445960222
-0.06770099058332904,-0.08065001618047082,-0.2459301348897651
-0.07090142883955959,0.0728473052984617,0.004466149720065497
0.06696714631805552,-0.13784731860354824,0.044536619383072226
-0.11566177244007518,0.6436963294075229,0.19397199327116366
-0.056215650480475846,-0.11373553515646559,-0.06509319571118782
-0.003450030642285349,-0.1093815076507462,0.1358818455699971
-0.08081396145056724,0.17966654969593868,0.022583199551348243
-0.049810678844253456,-0.06743740375982424,-0.012430514773122287
0.03055429223395202,-0.220907025933541,0.293389170435251
-0.06746628235756529,-0.018803890053410936,-0.004461051492925229
-0.07894115693881566,0.19522301197971537,-0.005565008902716281
-0.061018787549756294,0.22770976564582626,-0.001077263608006665
-0.05883313233560117,0.33860593770825254,0.10735460313135403
-0.09463311121689731,0.3037026956448212,0.04350823378096812
-0.0760939544946799,0.026066573945085585,-0.000934420872800869
-0.037256850022487485,0.0265211737503745,-0.013260640047940715
-0.039970718760950014,-0.01090797862176255,-0.05356011445046237
-0.02758534646010761,-0.10470395968041392,-0.07345956725199956
-0.0021940528726855342,0.022406983859944052,-0.004581031300405181
-0.05407934176231002,-0.04314283462168687,0.0067582924891615
-0.05407934176231002,-0.04314283462168687,0.0067582924891615
-0.06476061713939388,-0.09562878573624836,-0.18740787837067646
-0.06027097056598787,-0.10922378278505064,-0.335749754832003
-0.061458390698730415,-0.07956965331311106,-0.12037056164963357
0.02871576492451029,-0.23480411248542604,0.3556737268906318
-0.0918419049397984,0.21641083099305014,0.06308732211563275
-0.0662669896434894,0.05661502330894426,-0.03665334280538435
0.045017846823003735,-0.04584017189912834,-0.03842054098627671
0.9326656745617379,0.11127267626001763,-0.05707842923688915
-0.068848004694464,0.04553669784587353,0.017167586142785823
-0.06114716575609027,-0.1038866371563864,-0.09179799861065165
-0.047955583254492354,-0.09379073177502317,-0.12871873313439186
-0.08051958430636616,0.3306373611767228,0.06278865792908112
0.04114198363196606,-0.09877237734651308,0.09750264634050843
-0.06498023026081957,-0.03678479497226357,0.0018386895696901819
-0.006572363065596414,-0.12107970505398877,0.18815339261059527
0.050226392953605266,-0.011909111429592369,-0.061717930470503675
-0.04849757286011072,-0.04709670523375287,-0.0427784166923069
-0.05448122220947328,-0.04534334315067481,-0.1833681967836043
0.050869011307468445,-0.015881873197572654,-0.07562354487476232
-0.07950240148222633,0.23566984207274508,0.060154386487892175
-0.09090157961017889,0.2204297103361311,0.03496370304321638
-0.06853354039249522,0.07757821615599868,0.0010741786251643765
0.011333713491085744,-0.07322687050123756,-0.08733532463687987
-0.08540829860022954,0.18385789092485658,0.04153741069188392
0.029006784125410256,-0.2102186509359129,0.35419309334838817
-0.06599947938865025,0.11886639022145419,-0.001818044254091248
-0.06496153177757565,-0.11276333111481072,-0.01740795374519525
0.019052119711508733,-0.23720083544306703,0.32731730335809883
-0.02301252375484119,-0.010072456914052622,-0.04565586506615506
-0.02415852368724535,-0.02037616835287491,0.03653112133672734
-0.09090157961017889,0.2204297103361311,0.03496370304321638
-0.04063142672588912,0.04319241549700176,0.029955671356614276
-0.05772462369329699,0.006246683025347825,-0.051736271009874726
-0.11923515998940983,0.523425305410306,0.1554099323745367
-0.05103643417564095,-0.08171713285348717,0.08410848489892044
-0.043806279204481886,-0.015499984937311376,-0.09575734142992376
-0.08688066100991478,0.2622784109608013,-0.01619722079082105
-0.10245219224413606,0.38226996330408447,0.03699565629748866
-0.05444855729667932,-0.012468304391290208,-0.18581020729465209
-0.04853229405707,-0.017443594311013496,-0.056877430881115076
-0.01133614184837955,-0.033731639060745035,-0.018514406963220025
-0.10911136756615154,0.24858962880655838,0.05522038070693624
-0.06125242855527885,0.031113549999425557,0.004498495577909555
-0.06912797712920227,-0.07488040076433466,-0.323130976115587
-0.06664979425761593,-0.009187083214616445,-0.07797826379365069
-0.00226500973516439,-0.1722022476575481,0.2550503773724786
-0.06180755963899861,-0.014937691979193915,-0.0362520990946
-0.051187721323632376,-0.05197908384561506,-0.10094773139582683
-0.05465342243896994,-0.08378076225496459,-0.031499163948074206
-0.07795548409438662,-0.025417037076959376,-0.25834983937917927
-0.03862667399770283,0.00984590413697217,0.00572418862160141
0.019639152616934046,-0.13417725451152201,0.2777368645075366
-0.03260040629905885,-0.08275921382113022,-0.18762992010248705
-0.0923890743545886,0.21642086712447078,0.03225951239946426
-0.04201117290602644,0.0034210800832964027,-0.02715317517552613
-0.019133419748304226,-0.13059757803921895,0.0117036066246997
-0.03996246365992146,0.09325933858044519,-0.025231737047780766
-0.06827376118831348,0.11394858586817337,0.02115140618349594
0.041095552968917835,-0.2052758502414456,0.3567496338144593
0.01794744621781166,-0.02548819404041346,-0.07516606688336153
0.040654314582028686,-0.13402583144520228,0.12296604014799362
-0.032509301067039004,0.029830656168385525,0.02537881864863606
0.02195035855198705,-0.18850562140754737,0.19653978950957784
0.904706736312086,0.10650032612371231,-0.07656659902117986
-0.11566177244007518,0.6436963294075229,0.19397199327116366
-0.009353716551030504,-0.14824899752334794,0.23007649439519015
-0.09570955270791305,0.21174301072769705,-0.007656091058914326
-0.03968428672789997,-0.08582934151105644,-0.20585841609384375
-0.06760152533489712,0.09146324118251435,0.007809468370287516
-0.048404291187927564,-0.037774350014709426,-0.18811595206872112
-0.06183633672770446,0.00011369084579970323,0.05936991885627733
-0.11923515998940983,0.523425305410306,0.1554099323745367
-0.025607987169910574,-0.12027076905780291,0.16119639398410598
-0.03576122411476145,-0.12784212374476137,-0.0853207161466791
0.8881596893441699,0.09768805918384486,-0.07325895602175794
-0.061824437765197866,-0.1383891294026848,-0.24986272426585532
-0.05591950215565799,-0.06546064512831634,-0.05152806385467122
-0.11566177244007518,0.6436963294075229,0.19397199327116366
-0.07221841647836066,-0.08350674723121558,-0.35015353227413004
-0.06188832371420736,-0.127982365151793,-0.01881720871428515
-0.042966328266364304,0.011338468606870596,-0.03004647772002898
0.0468111857876064,-0.22129263480678107,0.3614885067835804
-0.04780640610456593,0.02106450310944467,-0.06093147305960124
0.02889040292847915,-0.09353312533820644,0.012224972802131327
-0.01739934566081043,-0.08434010625296103,-0.0049452537560202
-0.047606869366670766,0.005663436957127948,-0.08171802186987757
-0.04148282058092105,0.01554099438014619,0.0036691265625096257
0.027289679686388037,-0.15420007536577676,0.19017368668831813
0.027142195393998696,-0.09350152030447297,0.059090721770565416
-0.040984804491561215,-0.027742029463752732,0.005674910548912181
-0.04744258185110096,-0.04745495132849126,-0.07108145990073174
-0.09002438127237489,0.05787477066909512,-0.23325199366796218
-0.04647933577714016,0.05809345096954212,0.006253727230047385
-0.04546114711481719,0.054916949395029224,-0.051527163282292565
-0.08688066100991478,0.2622784109608013,-0.01619722079082105
0.8736174072183713,0.12100317510773013,-0.06065167209389592
-0.06948659399577911,0.1416187326451244,0.04182034186010802
-0.06064431621282457,-0.12197355722463625,-0.33580286802454057
-0.04282769427653498,-0.025964992683426193,-0.02469696885586575
-0.08688066100991478,0.2622784109608013,-0.01619722079082105
-0.05213828179015204,0.09997881166344895,-0.0028747204091442726
-0.10993330143234153,0.2692612552139558,0.05433853969797972
-0.07163807285065506,-0.02500848606335546,-0.00776451151966716
0.0024144758157802412,-0.16541835130522295,0.30069451176915535
0.04397270708163698,-0.12118463779914967,0.19111991097842915
0.004787544612017652,-0.1130507175368233,0.04116911375434042
-0.05407934176231002,-0.04314283462168687,0.0067582924891615
-0.08341624046958312,0.09215007080434603,-0.02062064759513535
-0.08688066100991478,0.2622784109608013,-0.01619722079082105
-0.02301252375484119,-0.010072456914052622,-0.04565586506615506
0.007289241609242691,-0.14342993688687652,0.12595825813756678
-0.04356965273334885,-0.08221205699541045,-0.12224112944185975
-0.00041910714185436007,-0.09756784083788149,-0.20543514265569976
-0.06237923954370384,0.053433786671880576,0.05861383122964199
0.8981240927264522,0.10069561153770022,-0.06113073845140034
0.010589589027181776,-0.1481229133335527,0.19435771176239144
0.01054576439061001,-0.17809170373157293,0.26606874085206983
-0.05488583812599424,-0.03918154891185512,-0.13027256417572655
-0.028243256553095963,0.0034565877197470234,-0.04996287767585915
-0.10738676847469478,0.23810186137602102,0.093381407517642
-0.06693950573875732,0.11850212444303766,0.019453036246643022
-0.03837231081397993,-0.11584688151924005,-0.047257950686528605
-0.0027203041336986687,-0.14086619123577518,0.07804986217991979
0.019375451989261668,-0.12472874340603621,0.17006972092758227
-0.050075941663142276,0.07324022861320167,0.02971221377190447
-0.037506772597977314,-0.06856895685319007,-0.07259004143475277
-0.04843302771154163,-0.055205663933220905,-0.06698072007534994
-0.02682810412716138,-0.04608750322042534,-0.09125782430728027
-0.03147678553784398,-0.07262599502409622,-0.23088677219633663
-0.11566177244007518,0.6436963294075229,0.19397199327116366
-0.04914868574567032,-0.031003766356910892,-0.02655011126411149
0.06653654905497779,-0.15394912151429838,0.1550512841236353
0.008473491749911475,0.042513143509684465,0.009410265893973412
0.9186054861165552,0.109620987434361,-0.05476858681254829
-0.018506353542946472,-0.0466432151909693,-0.13562343464808463
-0.0333918979810451,-0.1047747018002961,-0.06671022819265154
-0.01920769897082289,-0.02558236880210542,0.009516907333329789
-0.055064417638533945,-0.08242292474824996,-0.2736347499557414
-0.030799734627408887,0.0318991243097067,0.02114394967408501
-0.04309851436569575,-0.06352704887195224,0.04119096291557591
-0.05661008410828059,-0.03329053723215591,-0.034063808643874996
-0.061458390698730415,-0.07956965331311106,-0.12037056164963357
-0.06252373060762001,-0.06573034352162724,-0.01698231122521436
-0.046574739107233025,0.08654860665149755,0.059532660113853275
-0.05323584033045215,-0.07432607037470983,-0.09692015431042243
-0.0035263289098632143,-0.15494208972002949,0.11845798783899289
0.04274049473111052,-0.1827539853206806,0.32360684858855215
0.006066023204847727,-0.1846252325467713,0.3014286495655463
-0.06285607664233189,-0.07687837400052164,-0.07223254149835179
-0.034366341885843824,0.0076596305768115314,-0.004684474443727795
0.02287360686568933,-0.2211314725211861,0.3620655208411016
-0.06346705772914173,-0.018167101526839254,-0.09030591237179962
-0.055084487909104175,-0.06760921157351203,-0.1863686452846555
-0.05083417200229644,-0.009134643553060694,-0.035243001820047345
-0.07023103219849822,-0.046460512709553696,-0.2813714602273989
-0.010425058173804626,-0.05464693159733803,-0.12596920244850052
-0.07208632710361045,-0.006635140123827034,0.08973007541001764
-0.038783767764034735,-0.08876289041853386,0.007800744577115794
0.02222716493377986,-0.22724334598407733,0.3679822332403855
-0.004036680116801145,-0.1104441429805516,0.153396292472381
-0.07253762265431314,0.04843309841664691,-0.02364169153712693
-0.06412496664605953,-0.08819521375028827,-0.3287125169537129
-0.06897189439564562,0.17276334584333675,0.007379418132451985
-0.05585306281604252,-0.08127067798093188,-0.08819807096715068
-0.06286357513999319,0.08387648643615017,-0.0169550987666569
0.004324357744402379,-0.07320199802493023,-0.09725416039121951
-0.0627773128510022,0.05696484540536741,-0.012106087320722667
-0.03136020418278408,-0.04621972516706961,-0.03444678705901201
0.08123953341345613,-0.10381558333207756,-0.01463511720066195
0.8841402263785254,0.1036450182689501,-0.05485604694356018
-0.0860167067281166,0.22775407349635668,0.021377218589439764
0.9094367694034686,0.1029482348911099,-0.058237853728254914
0.015309533624325647,-0.2371568298477237,0.3813447606637391
-0.06706031016861212,-0.08742335222195578,-0.057895759308348435
-0.03580071015428733,-0.007983803063705393,0.04343751326986971
-0.03357477658440591,0.00025680632081379225,-0.01778960516444765
0.04374150137391131,-0.2072467894888061,0.35149785690621016
-0.04467729190979438,-0.04278911366599452,-0.1037864873756884
-0.04639998666342875,0.004273360400859626,-0.041000493758455096
-0.019779726689890323,-0.03067553176401651,0.062313725560366094
-0.03673839734352275,-0.06564384675303075,-0.0803965085138923
-0.0666502663990164,0.0325289138564298,-0.03224326310834992
0.004446385795433114,-0.07691972151844563,0.13524031775122325
-0.025956539970618395,0.000928874544219798,-0.012017181884521326
-0.051372446728544026,-0.005469770329245654,-0.04001253649653842
-0.07452454759858093,-0.11076262277746961,-0.3652766342068682
